qseqid	DB ID	Protein description	DB description	EC number	CDD ID	taxonomic_range_name	taxonomic_range	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	General functional category	Functional category	KO
sp|A0LIH6|EFTU_SYNFM	cd01884		Elongation Factor Tu (EF-Tu) GTP-binding proteins. EF-Tu subfamily. This subfamily includes orthologs of translation elongation factor EF-Tu in bacteria, mitochondria, and chloroplasts. It is one of several GTP-binding translation factors found in the larger family of GTP-binding elongation factors. The eukaryotic counterpart, eukaryotic translation elongation factor 1 (eEF-1 alpha), is excluded from this family. EF-Tu is one of the most abundant proteins in bacteria, as well as, one of the most highly conserved, and in a number of species the gene is duplicated with identical function. When bound to GTP, EF-Tu can form a complex with any (correctly) aminoacylated tRNA except those for initiation and for selenocysteine, in which case EF-Tu is replaced by other factors. Transfer RNA is carried to the ribosome in these complexes for protein translation.		CDD:206671			77.041	196.0	44.0	1.0	11.0	206.0	1.0	195.0	2.29e-130	370.0			
sp|A0LIH6|EFTU_SYNFM	cd03697		Domain II of elongation factor Tu. Elongation factors Tu (EF-Tu) are three-domain GTPases with an essential function in the elongation phase of mRNA translation. The GTPase center of EF-Tu is in the N-terminal domain (domain I), also known as the catalytic or G-domain. The G-domain is composed of about 200 amino acid residues, arranged into a predominantly parallel six-stranded beta-sheet core surrounded by seven alpha helices. Non-catalytic domains II and III are beta-barrels of seven and six, respectively, antiparallel beta-strands that share an extended interface. Both non-catalytic domains are composed of about 100 amino acid residues. EF-Tu proteins exist in two principal conformations: a compact one, EF-Tu*GTP, with tight interfaces between all three domains and a high affinity for aminoacyl-tRNA; and an open one, EF-Tu*GDP, with essentially no G-domain-domain II interactions and a low affinity for aminoacyl-tRNA. EF-Tu has approximately a 100-fold higher affinity for GDP than for GTP.		CDD:293898			75.862	87.0	21.0	0.0	214.0	300.0	1.0	87.0	2.21e-52	167.0			
sp|A0LIH6|EFTU_SYNFM	cd03707		"Domain III of Elongation Factor (EF) Tu. EF-Tu consists of three structural domains, designated I, II, and III. Domain III adopts a beta barrel structure. Domain III is involved in binding to both charged tRNA and to elongation factor Ts (EF-Ts). EF-Ts is the guanine-nucleotide-exchange factor for EF-Tu. EF-Tu and EF-G participate in the elongation phase during protein biosynthesis on the ribosome. Their functional cycles depend on GTP binding and its hydrolysis. The EF-Tu complexed with GTP and aminoacyl-tRNA delivers tRNA to the ribosome, whereas EF-G stimulates translocation, a process in which tRNA and mRNA movements occur in the ribosome. Crystallographic studies revealed structural similarities (""molecular mimicry"") between tertiary structures of EF-G and the EF-Tu-aminoacyl-tRNA ternary complex. Domains III, IV, and V of EF-G mimic the tRNA structure in the EF-Tu ternary complex; domains III, IV and V can be related to the acceptor stem, anticodon helix and T stem of tRNA respectively."		CDD:294006			81.111	90.0	17.0	0.0	303.0	392.0	1.0	90.0	7.97e-61	189.0			
sp|A0LIH6|EFTU_SYNFM	pfam00009	Elongation factor Tu GTP binding domain (Provisional)	Elongation factor Tu GTP binding domain. This domain contains a P-loop motif, also found in several other families such as pfam00071, pfam00025 and pfam00063. Elongation factor Tu consists of three structural domains, this plus two C-terminal beta barrel domains.		CDD:425418	cellular organisms	131567	47.236	199.0	90.0	3.0	10.0	205.0	1.0	187.0	5.06e-82	247.0			
sp|A0LIH6|EFTU_SYNFM	pfam03143	Elongation factor Tu C-terminal domain (Provisional)	Elongation factor Tu C-terminal domain. Elongation factor Tu consists of three structural domains, this is the third domain. This domain adopts a beta barrel structure. This the third domain is involved in binding to both charged tRNA and binding to EF-Ts pfam00889.		CDD:397314	cellular organisms	131567	67.619	105.0	24.0	3.0	301.0	395.0	1.0	105.0	1.81e-46	153.0			
sp|A0LIH6|EFTU_SYNFM	pfam03144	Elongation factor Tu domain 2 (Provisional)	Elongation factor Tu domain 2. Elongation factor Tu consists of three structural domains, this is the second domain. This domain adopts a beta barrel structure. This the second domain is involved in binding to charged tRNA. This domain is also found in other proteins such as elongation factor G and translation initiation factor IF-2. This domain is structurally related to pfam03143, and in fact has weak sequence matches to this domain.		CDD:427163	cellular organisms	131567	34.247	73.0	45.0	1.0	228.0	297.0	1.0	73.0	6.45e-15	67.3			
sp|A0LIJ6|RS3_SYNFM	CHL00048		ribosomal protein S3		CDD:214348			46.009	213.0	107.0	3.0	1.0	205.0	1.0	213.0	4.67e-91	264.0			
sp|A0LIJ6|RS3_SYNFM	COG0092	Ribosomal protein S3	Ribosomal protein S3 [Translation, ribosomal structure and biogenesis]. Ribosomal protein S3 is part of the Pathway/BioSystem: Ribosome 30S subunit		CDD:439862			69.856	209.0	62.0	1.0	1.0	208.0	1.0	209.0	5.940000000000001e-144	397.0	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	
sp|A0LIJ6|RS3_SYNFM	KOG3181	40S ribosomal protein S3	KOG3181, 40S ribosomal protein S3 [Translation, ribosomal structure and biogenesis]		CDD:231119			24.561	171.0	121.0	4.0	37.0	201.0	20.0	188.0	1.51e-08	50.6	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	
sp|A0LIJ6|RS3_SYNFM	TIGR01009	30S ribosomal protein S3	ribosomal protein S3, bacterial type. This model describes the bacterial type of ribosomal protein S3. Chloroplast and mitochondrial forms have large, variable inserts between conserved N-terminal and C-terminal domains. This model recognizes all bacterial forms and many chloroplast forms above the trusted cutoff score. TIGRFAMs model TIGR01008 describes S3 of the eukaryotic cytosol and of the archaea. [Protein synthesis, Ribosomal proteins: synthesis and modification]		CDD:130082	Bacteria	2	68.421	209.0	65.0	1.0	1.0	208.0	1.0	209.0	6.02e-113	318.0			
sp|A0LIJ6|RS3_SYNFM	cd02412		type II K-homology (KH) RNA-binding domain found in 30S ribosomal protein S3 and similar proteins. 30S ribosomal protein S3, also called small ribosomal subunit protein uS3, is part of the head region of the 30S ribosomal subunit and binds to the lower part of the 30S subunit head. It may also bind mRNA in the 70S ribosome, positioning it for translation. S3 protein is believed to interact with mRNA as it threads its way from the latch into the channel. Members of this family contain only one canonical type II K-homology (KH) domain that has the signature motif GXXG (where X represents any amino acid).		CDD:411783			62.037	108.0	40.0	1.0	2.0	108.0	1.0	108.0	1.53e-58	178.0			
sp|A0LIJ6|RS3_SYNFM	pfam00189	Ribosomal protein S3, C-terminal domain (Provisional)	Ribosomal protein S3, C-terminal domain. This family contains a central domain pfam00013, hence the amino and carboxyl terminal domains are stored separately. This is a minimal carboxyl-terminal domain. Some are much longer.		CDD:425514	cellular organisms	131567	67.47	83.0	27.0	0.0	119.0	201.0	1.0	83.0	2.24e-44	140.0			
sp|A0LIJ6|RS3_SYNFM	pfam07650	KH domain-containing protein	KH domain. 		CDD:429574	cellular organisms	131567	38.462	78.0	44.0	1.0	37.0	110.0	1.0	78.0	2.52e-18	74.1			
sp|A0LIJ6|RS3_SYNFM	smart00322	K homology RNA-binding domain	K homology RNA-binding domain. 		CDD:197652			20.0	65.0	49.0	1.0	62.0	123.0	4.0	68.0	5.8e-07	39.6			
sp|A0LIY8|SUCC_SYNFM	COG0045	Succinyl-CoA synthetase, beta subunit	Succinyl-CoA synthetase, beta subunit [Energy production and conversion]. Succinyl-CoA synthetase, beta subunit is part of the Pathway/BioSystem: TCA cycle	6.2.1.5	CDD:439815			63.66	388.0	140.0	1.0	1.0	388.0	1.0	387.0	0.0	662.0	METABOLISM	Energy production and conversion 	K01906
sp|A0LIY8|SUCC_SYNFM	KOG1447	GTP-specific succinyl-CoA synthetase, beta subunit	KOG1447, GTP-specific succinyl-CoA synthetase, beta subunit [Energy production and conversion]		CDD:229388			46.447	394.0	202.0	3.0	1.0	386.0	20.0	412.0	8.88e-120	351.0	METABOLISM	Energy production and conversion 	
sp|A0LIY8|SUCC_SYNFM	KOG2799	Succinyl-CoA synthetase, beta subunit	KOG2799, Succinyl-CoA synthetase, beta subunit [Energy production and conversion]		CDD:230738			44.703	387.0	205.0	3.0	3.0	381.0	25.0	410.0	5.17e-122	357.0	METABOLISM	Energy production and conversion 	
sp|A0LIY8|SUCC_SYNFM	PRK00696	ADP-forming succinate--CoA ligase subunit beta	ADP-forming succinate--CoA ligase subunit beta. 	6.2.1.5	CDD:234813	cellular organisms	131567	63.66	388.0	140.0	1.0	1.0	388.0	1.0	387.0	0.0	652.0			
sp|A0LIY8|SUCC_SYNFM	TIGR01016	succinate-CoA ligase subunit beta	succinyl-CoA synthetase, beta subunit. This model is designated subfamily because it does not discriminate the ADP-forming enzyme ((EC 6.2.1.5) from the GDP_forming (EC 6.2.1.4) enzyme. The N-terminal half is described by the CoA-ligases model (pfam00549). The C-terminal half is described by the ATP-grasp model (pfam02222). This family contains a split seen both in a maximum parsimony tree (which ignores gaps) and in the gap pattern near position 85 of the seed alignment. Eukaryotic and most bacterial sequences are longer and contain a region similar to TXQTXXXG. Sequences from Deinococcus radiodurans, Mycobacterium tuberculosis, Streptomyces coelicolor, and the Archaea are 6 amino acids shorter in that region and contain a motif resembling [KR]G [Energy metabolism, TCA cycle]	6.2.1.-	CDD:273396	cellular organisms	131567	57.623	387.0	163.0	1.0	1.0	387.0	1.0	386.0	0.0	507.0			
sp|A0LIY8|SUCC_SYNFM	pfam00549	CoA-ligase (Provisional)	CoA-ligase. This family includes the CoA ligases Succinyl-CoA synthetase alpha and beta chains, malate CoA ligase and ATP-citrate lyase. Some members of the family utilize ATP others use GTP.		CDD:395434	cellular organisms	131567	33.858	127.0	77.0	3.0	263.0	382.0	1.0	127.0	2.54e-30	111.0			
sp|A0LIY8|SUCC_SYNFM	pfam08442	ATP-grasp domain (Provisional)	ATP-grasp domain. 		CDD:400651	cellular organisms	131567	56.436	202.0	88.0	0.0	2.0	203.0	1.0	202.0	9.41e-86	257.0			
sp|A0LKS4|CH602_SYNFM	COG0459	Chaperonin GroEL (HSP60 family)	Chaperonin GroEL (HSP60 family) [Posttranslational modification, protein turnover, chaperones]. 	2.7.1.150	CDD:440227			61.726	533.0	165.0	5.0	1.0	530.0	1.0	497.0	0.0	787.0	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	
sp|A0LKS4|CH602_SYNFM	KOG0356	Mitochondrial chaperonin, Cpn60/Hsp60p	KOG0356, Mitochondrial chaperonin, Cpn60/Hsp60p [Posttranslational modification, protein turnover, chaperones]		CDD:228305			55.0	540.0	234.0	4.0	2.0	538.0	15.0	548.0	0.0	615.0	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	
sp|A0LKS4|CH602_SYNFM	KOG0357	Chaperonin complex component, TCP-1 epsilon subunit (CCT5)	KOG0357, Chaperonin complex component, TCP-1 epsilon subunit (CCT5) [Posttranslational modification, protein turnover, chaperones]		CDD:228306			28.777	139.0	85.0	2.0	15.0	153.0	33.0	157.0	0.00041	40.3	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	
sp|A0LKS4|CH602_SYNFM	KOG0358	Chaperonin complex component, TCP-1 delta subunit (CCT4)	KOG0358, Chaperonin complex component, TCP-1 delta subunit (CCT4) [Posttranslational modification, protein turnover, chaperones]		CDD:228307			21.455	550.0	338.0	20.0	10.0	514.0	25.0	525.0	2.5e-14	72.9	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	
sp|A0LKS4|CH602_SYNFM	KOG0359	Chaperonin complex component, TCP-1 zeta subunit (CCT6)	KOG0359, Chaperonin complex component, TCP-1 zeta subunit (CCT6) [Posttranslational modification, protein turnover, chaperones]		CDD:228308			20.976	553.0	330.0	24.0	22.0	527.0	28.0	520.0	2.32e-09	57.1	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	
sp|A0LKS4|CH602_SYNFM	KOG0360	Chaperonin complex component, TCP-1 alpha subunit (CCT1)	KOG0360, Chaperonin complex component, TCP-1 alpha subunit (CCT1) [Posttranslational modification, protein turnover, chaperones]		CDD:228309			19.211	583.0	344.0	21.0	12.0	528.0	20.0	541.0	1.28e-07	51.7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	
sp|A0LKS4|CH602_SYNFM	KOG0361	Chaperonin complex component, TCP-1 eta subunit (CCT7)	KOG0361, Chaperonin complex component, TCP-1 eta subunit (CCT7) [Posttranslational modification, protein turnover, chaperones]		CDD:228310			21.08	574.0	366.0	21.0	4.0	537.0	10.0	536.0	1.95e-13	70.2	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	
sp|A0LKS4|CH602_SYNFM	KOG0362	Chaperonin complex component, TCP-1 theta subunit (CCT8)	KOG0362, Chaperonin complex component, TCP-1 theta subunit (CCT8) [Posttranslational modification, protein turnover, chaperones]		CDD:228311			20.29	552.0	347.0	19.0	11.0	524.0	26.0	522.0	6.26e-12	65.5	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	
sp|A0LKS4|CH602_SYNFM	KOG0363	Chaperonin complex component, TCP-1 beta subunit (CCT2)	KOG0363, Chaperonin complex component, TCP-1 beta subunit (CCT2) [Posttranslational modification, protein turnover, chaperones]		CDD:228312			22.182	559.0	342.0	19.0	12.0	529.0	19.0	525.0	2.41e-18	85.6	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	
sp|A0LKS4|CH602_SYNFM	KOG0364	Chaperonin complex component, TCP-1 gamma subunit (CCT3)	KOG0364, Chaperonin complex component, TCP-1 gamma subunit (CCT3) [Posttranslational modification, protein turnover, chaperones]		CDD:228313			25.786	159.0	106.0	3.0	22.0	172.0	30.0	184.0	4.95e-05	43.7	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	
sp|A0LKS4|CH602_SYNFM	PRK00013	chaperonin GroEL	chaperonin GroEL; Reviewed		CDD:234573	cellular organisms	131567	73.665	543.0	140.0	3.0	1.0	541.0	1.0	542.0	0.0	966.0			
sp|A0LKS4|CH602_SYNFM	TIGR02348	chaperonin GroEL	chaperonin GroL. This family consists of GroEL, the larger subunit of the GroEL/GroES cytosolic chaperonin. It is found in bacteria, organelles derived from bacteria, and occasionally in the Archaea. The bacterial GroEL/GroES group I chaperonin is replaced a group II chaperonin, usually called the thermosome in the Archaeota and CCT (chaperone-containing TCP) in the Eukaryota. GroEL, thermosome subunits, and CCT subunits all fall under the scope of pfam00118. [Protein fate, Protein folding and stabilization]		CDD:274089	cellular organisms	131567	74.761	523.0	131.0	1.0	4.0	525.0	2.0	524.0	0.0	856.0			
sp|A0LKS4|CH602_SYNFM	cd03344		GroEL_like type I chaperonin. Chaperonins are involved in productive folding of proteins. They share a common general morphology, a double toroid of 2 stacked rings, each composed of 7-9 subunits. The symmetry of type I is seven-fold and they are found in eubacteria (GroEL) and in organelles of eubacterial descent (hsp60 and RBP). With the aid of cochaperonin GroES, GroEL encapsulates non-native substrate proteins inside the cavity of the GroEL-ES complex and promotes folding by using energy derived from ATP hydrolysis.		CDD:239460			71.154	520.0	149.0	1.0	4.0	522.0	1.0	520.0	0.0	880.0			
sp|A0LKS4|CH602_SYNFM	pfam00118	TCP-1/cpn60 chaperonin family (Provisional)	TCP-1/cpn60 chaperonin family. This family includes members from the HSP60 chaperone family and the TCP-1 (T-complex protein) family.		CDD:395068	cellular organisms	131567	23.646	554.0	305.0	16.0	23.0	523.0	1.0	489.0	1.79e-88	279.0			
sp|A0LLF8|ATPB_SYNFM	CHL00060		ATP synthase CF1 beta subunit		CDD:214349			65.612	474.0	156.0	1.0	2.0	468.0	15.0	488.0	0.0	805.0			
sp|A0LLF8|ATPB_SYNFM	COG0055	FoF1-type ATP synthase, beta subunit	FoF1-type ATP synthase, beta subunit [Energy production and conversion]. FoF1-type ATP synthase, beta subunit is part of the Pathway/BioSystem: FoF1-type ATP synthase	3.6.3.14	CDD:439825			74.627	469.0	115.0	1.0	1.0	469.0	3.0	467.0	0.0	992.0	METABOLISM	Energy production and conversion 	
sp|A0LLF8|ATPB_SYNFM	KOG1350	F0F1-type ATP synthase, beta subunit	KOG1350, F0F1-type ATP synthase, beta subunit [Energy production and conversion]		CDD:229292			69.979	473.0	130.0	3.0	2.0	468.0	51.0	517.0	0.0	809.0	METABOLISM	Energy production and conversion 	
sp|A0LLF8|ATPB_SYNFM	KOG1351	Vacuolar H+-ATPase V1 sector, subunit B	KOG1351, Vacuolar H+-ATPase V1 sector, subunit B [Energy production and conversion]		CDD:229293			27.681	401.0	234.0	13.0	45.0	409.0	63.0	443.0	1.38e-29	118.0	METABOLISM	Energy production and conversion 	
sp|A0LLF8|ATPB_SYNFM	KOG1352	Vacuolar H+-ATPase V1 sector, subunit A	KOG1352, Vacuolar H+-ATPase V1 sector, subunit A [Energy production and conversion]		CDD:229294			27.586	319.0	197.0	9.0	117.0	409.0	214.0	524.0	6.77e-25	105.0	METABOLISM	Energy production and conversion 	
sp|A0LLF8|ATPB_SYNFM	KOG1353	F0F1-type ATP synthase, alpha subunit	KOG1353, F0F1-type ATP synthase, alpha subunit [Energy production and conversion]		CDD:229295			27.007	137.0	84.0	2.0	36.0	172.0	51.0	171.0	4.83e-05	42.9	METABOLISM	Energy production and conversion 	
